"price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15","rec_built","rec_renovated"
354000,4,2.5,2580,5476,2,0,3,8,2005,0,"98031",47.4042,-122.205,2900,5476,1,0
339000,2,1,950,7954,1,0,4,7,1941,0,"98108",47.557,-122.306,1180,6828,0,0
1340000,4,3.5,3190,5040,2,0,3,10,2003,0,"98144",47.5928,-122.29,2390,4800,1,0
710000,3,3.25,3740,136915,2.5,0,3,11,1990,0,"98166",47.4549,-122.363,2400,16104,0,0
815000,4,2.75,2620,4743,1,0,4,8,1949,0,"98117",47.6829,-122.4,1900,4764,0,0
8e+05,3,1.75,2080,75794,1,0,3,7,1958,0,"98033",47.7018,-122.189,1870,11020,0,0
638000,3,2,1660,3729,1,0,5,7,1922,0,"98116",47.5741,-122.414,1560,3729,0,0
244000,3,1,1140,27760,1,0,4,6,1981,0,"98027",47.5372,-121.972,1690,87300,0,0
6e+05,3,2.5,3240,8016,2,0,3,8,2004,0,"98065",47.5382,-121.877,2990,7561,1,0
676000,4,2.5,2770,10274,2,0,3,9,1989,0,"98029",47.5748,-122.018,2270,7210,0,0
626000,3,1.75,2430,5000,2,0,4,7,1945,0,"98117",47.6785,-122.372,1320,4062,0,0
230000,3,1,1060,9946,1,0,4,7,1956,0,"98188",47.4432,-122.282,1310,10619,0,0
537000,3,3,2410,7479,2,0,3,7,1942,1988,"98155",47.7394,-122.288,2610,7479,0,0
210000,2,1,720,8040,1,0,3,6,1943,0,"98166",47.4662,-122.359,2300,9500,0,0
330000,3,1,1750,7800,1,0,4,7,1956,0,"98166",47.4596,-122.343,1750,7560,0,0
267000,3,1.5,1090,8160,1,0,3,7,1967,2014,"98058",47.4551,-122.175,1260,7560,0,1
201000,3,1.75,1260,9346,1,0,4,7,1963,0,"98030",47.3713,-122.186,1800,9705,0,0
290000,2,1,930,7740,1,0,3,6,1924,0,"98125",47.7091,-122.292,1250,7740,0,0
254000,3,1,1640,12384,1,0,4,7,1954,0,"98003",47.3256,-122.298,1550,11200,0,0
667000,3,1.75,3320,478288,1.5,0,4,8,1933,1982,"98022",47.2407,-121.953,2960,217800,0,0
660000,3,1,1210,9622,1,0,3,8,1955,2009,"98006",47.5728,-122.179,1580,9714,0,1
1390000,4,3,4040,20001,1,0,3,9,1972,2001,"98004",47.6408,-122.212,2990,20098,0,1
220000,3,1,1090,6710,1.5,0,5,5,1912,0,"98002",47.3066,-122.217,1170,6708,0,0
270000,2,1,1780,81021,1,0,4,9,1954,0,"98001",47.2712,-122.265,1780,26723,0,0
1990000,5,3,4480,5000,2.5,0,5,12,1902,0,"98112",47.6275,-122.315,3220,5600,0,0
8e+05,4,2.5,2990,16809,2,0,3,11,1990,0,"98077",47.7123,-122.073,3340,18752,0,0
365000,5,2,2280,19000,1.5,0,3,6,1924,0,"98166",47.4683,-122.359,1790,11800,0,0
202000,2,1,920,7569,1,0,4,6,1950,0,"98168",47.4951,-122.302,1280,7627,0,0
471000,2,1.75,1240,6417,1,0,5,7,1924,0,"98126",47.5439,-122.379,1800,6417,0,0
827000,4,2.5,3230,12100,1,0,3,9,1977,0,"98006",47.562,-122.146,2670,10200,0,0
235000,5,2.5,2500,9583,1,0,3,7,1979,0,"98198",47.3946,-122.312,2120,19352,0,0
370000,3,1.5,2380,14500,1,0,4,7,1961,0,"98028",47.7714,-122.256,1830,13600,0,0
663000,3,2,1480,3876,1,0,5,7,1928,0,"98117",47.6808,-122.382,1660,3774,0,0
972000,4,3.75,3460,6738,2,0,3,11,2013,0,"98059",47.506,-122.145,3340,6120,1,0
420000,3,1.75,1444,249126,1.5,0,3,7,2008,0,"98070",47.4104,-122.486,1760,224770,1,0
331000,4,3,1930,3031,1,0,3,7,2006,0,"98019",47.7457,-121.985,1930,2611,1,0
240000,4,1,1200,2171,1.5,0,3,7,1933,0,"98133",47.7076,-122.342,1130,1598,0,0
430000,3,2.5,2370,5353,2,0,3,8,2009,0,"98019",47.7333,-121.975,2130,6850,1,0
425000,3,1,1520,213444,1.5,0,5,8,1988,0,"98027",47.5081,-122.093,2640,213444,0,0
140000,3,1,1060,7473,1,0,3,7,1959,0,"98198",47.3699,-122.309,1320,7912,0,0
216000,2,1.75,1220,15600,1,0,3,6,1972,0,"98001",47.2853,-122.265,1510,17818,0,0
7e+05,3,2.5,1660,1545,2,0,3,9,2002,0,"98109",47.6268,-122.353,1820,2570,1,0
260000,3,1.75,1650,12349,1,0,3,7,1957,0,"98188",47.442,-122.282,1470,10763,0,0
460000,4,2.5,2110,35091,1,0,4,8,1985,0,"98027",47.467,-122.014,2740,36427,0,0
562000,3,1.75,1960,6380,1,0,4,7,1939,0,"98115",47.6975,-122.316,1480,6380,0,0
330000,4,1.75,2440,7350,1,0,3,8,1978,0,"98032",47.3743,-122.285,2180,7680,0,0
320000,4,2.5,2570,4865,2,0,3,8,2005,0,"98038",47.3588,-122.038,2570,4933,1,0
410000,3,2,1400,45738,2,0,4,8,1981,0,"98070",47.3624,-122.455,2390,56628,0,0
355000,4,2.5,1890,7867,2,0,3,8,1996,0,"98038",47.3788,-122.031,2250,7867,0,0
279000,3,2.5,1630,7950,1,0,3,8,1985,0,"98042",47.4224,-122.159,1650,7952,0,0
350000,5,1.75,2330,14322,1,0,4,7,1968,0,"98059",47.4768,-122.155,1690,10010,0,0
235000,3,1.75,1400,6300,1,0,3,7,1998,0,"98022",47.2074,-122.001,1400,8490,0,0
210000,3,1,970,9583,1,0,4,6,1967,0,"98023",47.3044,-122.366,970,7875,0,0
662000,5,2.5,2500,7200,1,0,4,7,1977,0,"98052",47.6964,-122.12,1960,8325,0,0
5e+05,2,1.5,1520,8040,1,0,5,7,1951,0,"98125",47.7131,-122.306,1440,8040,0,0
1200000,5,2.75,3650,13297,2,0,5,9,1969,0,"98040",47.5497,-122.228,2900,11568,0,0
3e+05,3,1.5,1590,8911,1,0,3,7,1956,0,"98028",47.7394,-122.252,1590,9625,0,0
5e+05,4,1,1440,7100,1.5,0,3,7,1906,0,"98107",47.6725,-122.396,1490,5000,0,0
191000,2,1,900,3400,1,0,5,6,1905,0,"98108",47.5269,-122.314,940,6000,0,0
315000,6,4,3120,4240,2,0,4,7,1993,0,"98106",47.5305,-122.353,1460,4240,0,0
490000,3,2.5,2230,5348,2,0,3,8,2000,0,"98065",47.5347,-121.866,2190,5205,0,0
342000,3,1.75,1780,10409,1,0,3,7,1981,0,"98058",47.4627,-122.168,1780,7415,0,0
1050000,4,4.25,4390,13833,2,0,3,10,2003,0,"98029",47.5566,-122.026,3850,11652,1,0
4e+05,3,2.5,2570,10431,2,0,3,9,1989,0,"98031",47.4188,-122.213,2590,10078,0,0
280000,1,1,690,1950,1,0,3,6,1928,0,"98117",47.6849,-122.374,1650,4864,0,0
470000,4,2.5,2990,8913,2,0,4,9,1991,0,"98058",47.4353,-122.159,2740,8030,0,0
719000,3,1.5,1200,6240,1,0,3,8,1952,0,"98112",47.6222,-122.287,2810,6240,0,0
195000,2,1,1020,8100,1,0,3,6,1940,0,"98168",47.4971,-122.334,1200,12500,0,0
285000,2,1,910,8155,1,0,4,6,1948,0,"98155",47.7399,-122.3,1240,8155,0,0
295000,1,1,700,2500,1,0,4,7,1907,0,"98106",47.5662,-122.364,1340,5000,0,0
235000,3,1.75,1950,8712,1,0,3,7,1960,0,"98055",47.4391,-122.189,1820,11520,0,0
465000,4,2.5,3060,6000,2,0,3,9,2012,0,"98038",47.3689,-122.058,3040,6000,1,0
735000,4,3,2370,3672,1.5,0,5,7,1916,0,"98115",47.678,-122.311,2140,4182,0,0
415000,3,2.75,2600,64626,1.5,0,3,8,2009,0,"98014",47.7185,-121.405,1740,64626,1,0
735000,3,2.25,1490,1212,2,0,3,9,2011,0,"98112",47.6226,-122.313,1490,1337,1,0
427000,3,2.5,2432,9391,2,0,3,9,2005,0,"98001",47.3453,-122.267,2912,8932,1,0
289000,4,2,1350,942,3,0,3,7,2008,0,"98027",47.5401,-122.026,1390,942,1,0
230000,2,1.75,1910,3376,2,0,3,8,1980,0,"98038",47.3733,-122.057,1470,3623,0,0
3e+05,4,1,1370,8499,1,0,3,7,1949,0,"98155",47.736,-122.301,1370,8187,0,0
470000,3,1.5,1500,5000,1.5,0,4,7,1927,0,"98117",47.679,-122.373,1500,5000,0,0
340000,3,1,1200,9087,1,0,5,7,1969,0,"98056",47.5234,-122.177,1250,11826,0,0
585000,5,2.5,2670,16777,1.5,0,4,7,1920,0,"98125",47.7015,-122.301,1610,8227,0,0
7e+05,4,2.5,2190,11500,1,0,4,8,1972,0,"98006",47.5668,-122.147,2580,9700,0,0
598000,4,2.5,3130,40918,2,0,3,9,1994,0,"98045",47.4761,-121.723,2760,35440,0,0
475000,3,2.5,1700,9100,1,0,3,8,1998,0,"98126",47.5369,-122.378,1590,8374,0,0
315000,3,1.75,1700,17355,1,0,3,7,1978,0,"98038",47.3637,-122.057,1900,9528,0,0
397000,3,3.5,1360,1275,2,0,3,8,2007,0,"98144",47.5904,-122.315,1360,1275,1,0
530000,2,1,840,3400,1,0,4,7,1924,0,"98119",47.6403,-122.372,2000,4000,0,0
345000,3,2,1610,15005,1,0,4,7,1986,0,"98014",47.6886,-121.911,1610,15479,0,0
325000,5,2.75,2130,6222,1,0,3,7,1991,0,"98118",47.5272,-122.276,2130,6222,0,0
780000,4,2.5,3500,7048,2,0,3,9,2005,0,"98053",47.6811,-122.025,3920,7864,1,0
250000,3,2,1440,9220,1,0,3,7,1965,0,"98198",47.3702,-122.317,1390,7830,0,0
1200000,4,2,2120,3360,2,0,3,9,1905,0,"98112",47.6227,-122.31,2090,3600,0,0
935000,2,2.5,1780,2067,2,0,5,9,1974,0,"98004",47.6132,-122.21,2320,2067,0,0
385000,3,1.75,1300,7030,1,0,3,7,1968,0,"98034",47.721,-122.179,1450,7650,0,0
670000,4,2.25,2500,4046,1.5,0,4,7,1940,0,"98117",47.6882,-122.382,1410,4046,0,0
492000,3,2.25,2090,10733,1,0,3,7,1958,0,"98115",47.6971,-122.281,1740,8100,0,0
1230000,3,1.75,2200,14630,1.5,0,3,8,1948,2003,"98004",47.6074,-122.213,2850,15803,0,1
370000,3,1,1320,7341,1,0,3,7,1982,0,"98155",47.7367,-122.295,1160,7573,0,0
248000,3,1,950,9400,1,0,4,7,1954,0,"98006",47.5746,-122.136,1260,9400,0,0
535000,3,1,1580,6300,1,0,3,7,1925,0,"98199",47.6505,-122.384,1560,1601,0,0
490000,4,3,2330,3497,2,0,3,9,2003,0,"98108",47.554,-122.308,2330,5242,1,0
446000,4,2.25,2070,39446,1,0,3,8,1977,0,"98155",47.7765,-122.276,2140,12043,0,0
328000,3,2.25,2310,7200,2,0,3,8,1990,0,"98031",47.4051,-122.193,1960,7201,0,0
441000,2,1.5,1190,3400,1,0,3,7,1919,0,"98115",47.6726,-122.32,1410,3150,0,0
407000,2,1,870,5750,1,0,4,7,1947,0,"98116",47.5637,-122.395,1100,5750,0,0
243000,2,1.5,1068,1758,2,0,3,7,1990,0,"98028",47.7527,-122.244,1078,1315,0,0
760000,4,2.5,3300,165528,2,0,3,8,1984,0,"98077",47.7657,-122.028,3030,144696,0,0
1930000,5,4.25,4830,8050,2.5,0,4,11,1914,0,"98144",47.5789,-122.286,4470,9194,0,0
480000,4,3,2440,9664,2,0,3,8,1981,0,"98028",47.7649,-122.253,2380,9609,0,0
308000,3,1,1010,8800,1,0,4,7,1954,0,"98118",47.5483,-122.278,1400,4095,0,0
170000,2,1,1200,24792,2,0,2,7,1976,0,"98053",47.6337,-121.961,2150,24792,0,0
492000,3,2.25,1470,4322,2,0,3,7,1985,0,"98029",47.5672,-122.018,1610,4322,0,0
550000,4,1.5,2750,128502,1,0,2,7,1958,0,"98055",47.4345,-122.198,1470,11514,0,0
255000,2,1,1320,9967,1,0,3,6,1919,0,"98108",47.5693,-122.296,1970,7587,0,0
850000,3,2.5,2650,2387,2,0,3,8,1920,0,"98119",47.6315,-122.362,1870,2216,0,0
972000,4,1.75,2010,6300,1,0,5,8,1937,0,"98199",47.6457,-122.412,3290,6300,0,0
235000,2,1,900,28800,1,0,1,6,1928,0,"98065",47.5245,-121.822,1360,7200,0,0
330000,4,2.5,2340,11784,2,0,3,9,1997,0,"98042",47.384,-122.149,2250,10760,0,0
570000,3,2,1890,29185,1,0,3,7,1949,2013,"98006",47.5621,-122.168,2580,11600,0,1
544000,3,2.5,1460,1613,2,0,3,8,2007,0,"98117",47.6781,-122.375,1460,1403,1,0
435000,4,2,1880,3840,1,0,3,7,1904,0,"98144",47.5929,-122.303,1670,1820,0,0
765000,5,3,2870,5700,1,0,3,7,1964,0,"98103",47.6621,-122.33,1730,5529,0,0
493000,4,1.75,2120,9786,1,0,3,8,1967,0,"98177",47.7753,-122.365,2310,8787,0,0
457000,3,2.5,1220,1330,2,0,3,8,2008,0,"98117",47.6904,-122.37,1360,3750,1,0
963000,4,3.25,3530,8589,2,0,3,10,2007,0,"98033",47.6975,-122.195,2470,9019,1,0
2070000,4,3.75,4350,7965,2,0,3,10,2013,0,"98004",47.6289,-122.205,2190,8557,1,0
8e+05,3,3.5,3830,221284,2,0,3,10,1993,0,"98077",47.7641,-122.023,2920,148539,0,0
730000,2,2.25,2130,4920,1.5,0,4,7,1941,0,"98116",47.573,-122.409,2130,4920,0,0
315000,3,2,2050,13303,1,0,3,8,1993,0,"98003",47.2681,-122.31,2180,11590,0,0
650000,4,2.5,3350,46748,2,0,3,10,2004,0,"98010",47.3432,-122.025,3350,39683,1,0
350000,3,2,1270,3600,1,0,3,7,1963,0,"98122",47.6099,-122.297,1660,3600,0,0
165000,3,1,1200,8514,1,0,3,7,1959,0,"98022",47.2043,-122.008,1210,8985,0,0
875000,5,3.5,3840,8279,2,0,3,9,2001,0,"98074",47.6039,-122.059,3570,8279,1,0
445000,4,2.5,2280,42077,2,0,3,8,1994,0,"98042",47.3424,-122.077,2280,36236,0,0
220000,3,1.5,1620,9310,1,0,4,7,1967,0,"98042",47.3665,-122.107,1610,10640,0,0
956000,4,1.75,2130,5080,1.5,0,3,8,1914,1993,"98119",47.6427,-122.363,1900,5080,0,1
1150000,4,2.5,3340,10422,2,0,3,10,1996,0,"98033",47.6515,-122.197,1770,9490,0,0
1300000,6,2.75,2630,9420,2,0,5,9,1900,0,"98103",47.6695,-122.337,1540,4969,0,0
260000,2,1,770,7906,1,0,4,6,1948,0,"98155",47.766,-122.32,990,7906,0,0
850000,4,3.25,4350,112750,1,0,3,9,2006,0,"98027",47.5435,-121.966,2180,223027,1,0
616000,4,1.75,1700,5846,1,0,3,8,1957,0,"98199",47.6539,-122.408,1480,5177,0,0
540000,3,1.75,2050,9580,1,0,3,8,1984,0,"98074",47.6212,-122.038,1740,11952,0,0
508000,3,1.75,1990,9594,1,0,3,8,1977,0,"98052",47.6617,-122.137,1930,9765,0,0
3800000,5,5.5,7050,42840,1,0,4,13,1978,0,"98004",47.6229,-122.22,5070,20570,0,0
241000,3,2,1770,7000,1,0,3,7,1986,0,"98001",47.3321,-122.261,1510,10462,0,0
695000,3,2.5,2620,51354,2,0,3,9,1998,0,"98077",47.7211,-122.028,2620,37042,0,0
345000,2,1,1080,7775,1,0,3,6,1955,0,"98136",47.5447,-122.394,1730,7350,0,0
280000,3,1,1090,10710,1,0,4,7,1962,0,"98056",47.5,-122.169,1090,10440,0,0
515000,3,2.5,2010,7200,2,0,3,8,1994,0,"98028",47.7372,-122.223,1970,7202,0,0
1010000,3,1,1640,12855,1.5,0,5,6,1920,0,"98004",47.6169,-122.212,2190,11262,0,0
370000,2,1,860,6050,1,0,3,7,1952,0,"98116",47.5697,-122.4,1130,6050,0,0
1080000,3,2.75,3890,7216,2,0,3,8,1967,2010,"98118",47.5445,-122.266,2490,9920,0,1
1700000,4,2.75,3770,10900,2,0,5,9,1924,0,"98144",47.5849,-122.29,3000,5000,0,0
205000,3,1.75,1170,8239,1,0,3,7,1981,0,"98042",47.3679,-122.088,1180,7866,0,0
358000,3,3.5,2080,5100,2,0,3,8,2004,0,"98038",47.35,-122.005,2080,5100,1,0
595000,4,2.5,1820,20011,2,0,3,8,1987,0,"98075",47.5842,-122.045,2710,33915,0,0
174000,2,1,900,13531,1,0,3,6,1979,0,"98001",47.2616,-122.251,1767,8308,0,0
515000,2,1,1050,5000,1,0,5,7,1907,0,"98107",47.6699,-122.369,1340,5000,0,0
545000,3,2.5,1530,3210,1.5,0,5,7,1928,0,"98117",47.6913,-122.393,1330,4410,0,0
218000,3,1.75,1400,9546,1,0,4,7,1984,0,"98003",47.3179,-122.331,1660,8550,0,0
820000,3,2.25,2880,9750,2,0,3,10,1989,0,"98006",47.5575,-122.119,2920,11090,0,0
103000,2,1,820,4320,1,0,3,5,1937,0,"98106",47.514,-122.359,780,7424,0,0
925000,5,5.5,5190,12637,2,0,3,11,2001,0,"98065",47.5424,-121.872,3840,12637,1,0
540000,4,2.5,2180,10140,1,0,4,7,1968,0,"98052",47.6822,-122.111,1840,9375,0,0
406000,4,1,1580,8475,1.5,0,4,7,1928,0,"98178",47.5104,-122.254,1700,5650,0,0
1060000,4,2.5,4570,16015,2,0,3,11,1990,0,"98074",47.6246,-122.067,4490,17668,0,0
276000,1,0.75,370,1801,1,0,5,5,1923,0,"98117",47.6778,-122.389,1340,5000,0,0
5e+05,5,3.25,3130,12087,2,0,3,8,1975,0,"98027",47.5336,-122.052,2410,10350,0,0
375000,3,1.75,2530,35150,1,0,4,7,1977,0,"98042",47.3913,-122.121,2460,36386,0,0
2300000,4,4.75,3970,9778,2,0,4,11,1928,0,"98119",47.6312,-122.366,3970,8460,0,0
260000,3,2.25,1920,9680,1,0,4,7,1961,0,"98031",47.412,-122.195,1500,9516,0,0
321000,4,2.5,1830,9601,2,0,3,7,2003,0,"98038",47.3541,-122.015,1830,5892,1,0
433000,4,1.5,1550,5053,1,0,4,7,1963,0,"98118",47.5499,-122.274,1450,5639,0,0
920000,4,3.5,4080,10666,2,0,3,9,2005,0,"98053",47.6818,-122.023,3920,8154,1,0
505000,4,2.75,2200,9778,1,0,4,8,1962,0,"98006",47.5472,-122.176,2140,11321,0,0
535000,4,1.75,1420,5000,1.5,0,4,7,1945,0,"98117",47.6771,-122.397,1490,5000,0,0
630000,3,2.5,2390,1984,2,0,3,8,2008,0,"98027",47.5405,-122.027,2150,1984,1,0
418000,4,2.5,2530,5048,2,0,3,8,2014,0,"98038",47.3559,-122.063,2530,4359,1,0
825000,4,2.75,3990,6637,2,0,3,9,2003,0,"98053",47.6835,-122.045,3500,7074,1,0
640000,2,2.25,1540,965,3,0,3,9,2007,0,"98122",47.6181,-122.318,1410,964,1,0
525000,2,2.5,1160,1458,2,0,3,8,2012,0,"98119",47.6384,-122.373,1650,2311,1,0
425000,3,2.5,1950,5689,2,0,3,7,2009,0,"98065",47.5158,-121.873,2190,5653,1,0
512000,3,1.75,1540,3000,1,0,3,7,1920,0,"98117",47.6769,-122.36,1420,4200,0,0
1080000,3,2.5,3280,10302,1,0,3,10,1970,0,"98115",47.6948,-122.286,1550,6300,0,0
255000,4,2,2430,8960,1,0,3,7,1960,0,"98178",47.4979,-122.232,2430,8960,0,0
453000,3,2,1660,15050,1,0,3,7,1983,0,"98034",47.7203,-122.194,1660,7320,0,0
260000,4,2,1620,7992,2,0,4,7,1975,0,"98031",47.395,-122.176,1710,7500,0,0
605000,3,2.25,2080,12134,1,0,4,8,1973,0,"98052",47.6315,-122.102,2320,12400,0,0
895000,4,2.25,1950,5950,1,0,3,8,1947,0,"98109",47.639,-122.347,2600,5593,0,0
535000,3,1.75,2330,12141,1,0,3,7,1983,0,"98072",47.7607,-122.146,1850,12141,0,0
250000,3,2.25,1920,7738,1,0,3,8,1965,0,"98148",47.4562,-122.33,2170,8452,0,0
605000,4,2.25,2940,48788,1,0,5,7,1961,0,"98028",47.7422,-122.245,2470,14900,0,0
480000,3,2,1470,10052,1,0,4,8,1956,0,"98125",47.726,-122.316,1480,9780,0,0
345000,5,2.5,2450,6994,2,0,3,8,2002,0,"98030",47.3572,-122.192,1940,6035,1,0
185000,5,1,1590,6700,1.5,0,3,6,1942,0,"98146",47.5075,-122.35,1370,8040,0,0
411000,4,2,2370,76665,2,0,4,8,1978,0,"98001",47.2831,-122.279,2110,19334,0,0
690000,3,1.5,1760,4000,2,0,3,8,1922,0,"98102",47.6401,-122.32,1760,4000,0,0
256000,4,2.5,2050,5787,2,0,3,7,2002,0,"98198",47.3527,-122.315,2030,6615,1,0
255000,4,2.25,1680,3179,2,0,3,8,2002,0,"98092",47.3258,-122.186,1678,3590,1,0
481000,3,2.25,1550,5511,2,0,3,8,1987,0,"98033",47.6946,-122.185,1620,5511,0,0
575000,3,1.75,2680,8625,1,0,5,8,1974,0,"98027",47.5316,-122.056,2620,14275,0,0
732000,3,3.75,2670,6517,2.5,0,4,8,1977,0,"98126",47.5702,-122.38,2010,6073,0,0
860000,4,1.75,1880,3720,1.5,0,4,7,1924,0,"98109",47.6431,-122.356,2090,4095,0,0
645000,3,1.75,2270,11472,1,0,4,7,1956,0,"98177",47.7057,-122.374,2270,8340,0,0
525000,2,1.75,1530,3503,1,0,4,7,1916,0,"98119",47.6368,-122.371,1280,1531,0,0
550000,4,2.75,2160,5005,1,0,3,7,1987,0,"98115",47.6971,-122.302,1770,5326,0,0
305000,2,1,2160,12960,1,0,3,7,1968,0,"98168",47.4702,-122.261,2070,12960,0,0
782000,2,1.5,1570,3600,1.5,0,4,7,1906,0,"98119",47.6366,-122.363,2140,3600,0,0
545000,3,2,1340,7200,1.5,0,4,7,1923,0,"98118",47.5601,-122.265,1630,5760,0,0
395000,4,2.5,3002,6042,2,0,3,8,2004,0,"98055",47.4231,-122.186,2566,6390,1,0
6e+05,5,2,2190,9072,1,0,5,7,1965,0,"98052",47.6696,-122.149,1660,8327,0,0
1300000,4,1.75,2610,21600,1,0,4,8,1966,0,"98004",47.6245,-122.227,2920,20330,0,0
330000,4,2.5,2105,6093,2,0,3,8,2003,0,"98042",47.3531,-122.147,1930,8022,1,0
723000,4,2.25,2430,4748,1.5,0,3,8,1928,0,"98116",47.5904,-122.389,2430,4748,0,0
496000,2,1,900,9260,1,0,3,7,1946,0,"98107",47.6695,-122.36,1230,6913,0,0
520000,3,1.75,1490,1036,2,0,3,10,2008,0,"98199",47.6588,-122.403,1460,1206,1,0
253000,2,1,1310,7128,1,0,4,7,1980,0,"98031",47.3958,-122.189,1400,7161,0,0
3300000,5,6.25,8020,21738,2,0,3,11,2001,0,"98006",47.5675,-122.189,4160,18969,1,0
2150000,3,3.5,4660,5500,2,0,5,10,1909,0,"98102",47.6465,-122.319,2980,5500,0,0
1410000,2,2.5,3180,9400,2,0,5,10,1985,0,"98006",47.5617,-122.158,3760,9450,0,0
811000,3,3,2470,7410,2,0,5,8,1977,0,"98117",47.6937,-122.392,2390,7800,0,0
1050000,4,3.5,3390,3979,2,0,3,9,2014,0,"98199",47.6482,-122.408,3350,4165,1,0
795000,4,2.5,2890,7798,2,0,3,9,2005,0,"98006",47.5456,-122.129,3300,30950,1,0
275000,3,2.25,1450,4050,2,0,3,7,2010,0,"98038",47.367,-122.019,1660,3800,1,0
265000,2,1.5,800,2119,2,0,3,7,2008,0,"98106",47.554,-122.362,1020,4800,1,0
568000,3,2.5,2280,2502,2,0,3,8,2006,0,"98027",47.5364,-122.073,2280,2812,1,0
915000,3,4.5,3850,62726,2,0,3,10,2013,0,"98053",47.6735,-122.058,2630,46609,1,0
446000,3,2.5,2250,5692,2,0,3,8,2000,0,"98146",47.5133,-122.379,1320,5390,0,0
940000,4,2,2490,9525,2,0,5,9,1968,0,"98040",47.5639,-122.217,2770,9525,0,0
1130000,4,2.5,3160,8281,2,0,4,9,1995,0,"98033",47.6699,-122.195,3000,8281,0,0
266000,3,2,1180,7793,1,0,4,7,1992,0,"98031",47.4053,-122.181,1720,7793,0,0
342000,4,2.5,2300,6448,2,0,3,8,2001,0,"98030",47.3813,-122.204,1860,5872,1,0
1010000,4,2.5,2980,16263,2,0,3,9,1989,0,"98006",47.5457,-122.153,2730,10018,0,0
4e+05,4,2.25,2230,7200,1,0,4,7,1963,0,"98133",47.7648,-122.33,2010,7752,0,0
313000,3,1.75,1830,7969,1,0,3,7,1950,2008,"98055",47.4667,-122.214,1790,7425,0,1
267000,3,1,1740,10875,1,0,4,7,1962,0,"98188",47.4682,-122.283,1470,8532,0,0
810000,3,1.5,1520,9041,1,0,4,7,1954,0,"98004",47.6158,-122.213,3260,10020,0,0
340000,8,2.75,2790,6695,1,0,3,7,1977,0,"98133",47.7565,-122.331,1760,7624,0,0
1880000,4,3.25,3930,10929,2,0,3,10,2006,0,"98004",47.6259,-122.194,1780,9999,1,0
281000,4,2.5,1890,6962,2,0,3,8,1997,0,"98092",47.3328,-122.187,2170,6803,0,0
509000,2,1.5,1930,3521,2,0,3,8,1989,0,"98007",47.6092,-122.146,1840,3576,0,0
491000,3,2.5,3316,11447,2,0,3,9,1986,0,"98023",47.3036,-122.34,3000,11447,0,0
715000,3,4,2080,2250,3,0,3,8,1997,0,"98103",47.6598,-122.355,2080,2250,0,0
530000,3,1,1240,5000,1.5,0,5,7,1909,0,"98107",47.6755,-122.367,1240,4900,0,0
1760000,3,2,2360,4800,2,0,3,9,1909,2014,"98112",47.6317,-122.312,2260,4800,0,1
341000,3,1,1390,4814,1.5,0,3,6,1908,0,"98115",47.6881,-122.32,1730,3990,0,0
640000,3,2.25,1980,10115,1,0,3,8,1959,0,"98005",47.6384,-122.174,2800,10143,0,0
633000,4,2.5,2360,10000,1,0,3,8,1977,0,"98126",47.573,-122.374,2480,5000,0,0
255000,2,1.5,920,1598,2,0,3,7,1995,0,"98133",47.7081,-122.342,1110,1598,0,0
474000,3,1.75,1530,8000,2,0,3,7,1978,0,"98052",47.6971,-122.13,1530,7500,0,0
288000,3,2.5,1520,3593,2,0,3,7,2004,0,"98038",47.3842,-122.042,1610,3612,1,0
1e+05,2,0.75,660,5240,1,0,4,4,1912,0,"98032",47.3881,-122.234,850,5080,0,0
975000,6,2.75,2520,54160,2,1,3,7,1954,0,"98146",47.4969,-122.376,2790,26809,0,0
440000,3,2.5,1930,1348,2,0,3,8,2005,0,"98199",47.6513,-122.384,1630,6000,1,0
555000,3,2.5,2950,10254,2,0,3,9,2006,0,"98059",47.4888,-122.14,2800,9323,1,0
605000,3,2.5,2610,6405,2,0,3,8,2001,0,"98065",47.5373,-121.874,2580,6285,1,0
609000,3,1.75,1630,1526,3,0,3,8,2014,0,"98103",47.6536,-122.354,1570,1274,1,0
425000,3,1.5,1400,1022,3,0,3,8,2007,0,"98115",47.6989,-122.317,1270,1205,1,0
2350000,4,4.25,5010,19412,2,0,3,11,2014,0,"98040",47.5455,-122.211,3820,17064,1,0
520000,4,3,2590,6160,2,0,3,8,2014,0,"98059",47.4784,-122.122,2670,5600,1,0
460000,3,1.75,1470,4950,1,0,3,7,1984,0,"98133",47.7325,-122.337,1100,5250,0,0
499000,3,2.5,1540,1326,3,0,3,8,1995,0,"98119",47.6457,-122.374,1680,1592,0,0
395000,3,1.75,1480,7700,1,0,3,8,1975,0,"98034",47.7225,-122.202,1930,8560,0,0
862000,5,2.75,3595,5639,2,0,3,9,2014,0,"98053",47.6848,-122.016,3625,5639,1,0
405000,4,2.25,2340,217014,1,0,4,8,1982,0,"98092",47.2953,-122.083,2340,107898,0,0
320000,3,1,1560,7552,1,0,4,6,1948,0,"98155",47.7552,-122.327,1200,8152,0,0
2e+05,3,1,1100,8560,1,0,3,6,1961,0,"98023",47.329,-122.338,1120,8470,0,0
870000,4,3,3040,36246,1.5,0,3,9,1923,2014,"98074",47.6093,-122.07,3520,13178,0,1
