"","price"
"2119",785000
"2120",780000
"2121",1006800
"2122",1245400
"2123",533800
"2124",600800
"2125",274200
"2126",323000
"2127",851600
"2128",799000
"2129",372200
"2130",578000
"2131",474400
"2132",321800
"2133",1158000
"2134",422600
"2135",849200
"2136",1696000
"2137",858600
"2138",309600
"2139",504000
"2140",1548000
"2141",665600
"2142",272000
"2143",582000
"2144",284200
"2145",805200
"2146",595000
"2147",370200
"2148",310800
"2149",370200
"2150",417600
"2151",473200
"2152",359000
"2153",575400
"2154",567400
"2155",346400
"2156",778400
"2157",770600
"2158",675000
"2159",769600
"2160",303400
"2161",393400
"2162",365000
"2163",615400
"2164",383000
"2165",476000
"2166",686400
"2167",419400
"2168",506600
"2169",602600
"2170",286200
"2171",635600
"2172",752400
"2173",464200
"2174",488400
"2175",581000
"2176",592600
"2177",1466000
"2178",431200
"2179",529600
"2180",408800
"2181",899000
"2182",577800
"2183",371200
"2184",521200
"2185",686000
"2186",1794000
"2187",501400
"2188",473200
"2189",1094000
"2190",839600
"2191",942000
"2192",1566000
"2193",435400
"2194",331000
"2195",471000
"2196",494600
"2197",1652000
"2198",649200
"2199",430400
"2200",492400
"2201",1734000
"2202",595200
"2203",227800
"2204",733400
"2205",870000
"2206",460800
"2207",600200
"2208",1147800
"2209",191800
"2210",586800
"2211",722200
"2212",347600
"2213",303000
"2214",247400
"2215",305400
"2216",558800
"2217",1349000
"2218",433400
"2219",475800
"2220",466000
"2221",678600
"2222",644000
"2223",622800
"2224",251400
"2225",1126000
"2226",488000
"2227",788000
"2228",603000
"2229",447000
"2230",274200
"2231",506600
"2232",695800
"2233",423000
"2234",247800
"2235",644800
"2236",593000
"2237",446000
"2238",244000
"2239",500200
"2240",355000
"2241",494600
"2242",297600
"2243",328400
"2244",279000
"2245",1109000
"2246",243200
"2247",239200
"2248",500200
"2249",851000
"2250",970200
"2251",1122000
"2252",253800
"2253",260200
"2254",597400
"2255",1578000
"2256",799600
"2257",642400
"2258",346000
"2259",411000
"2260",453800
"2261",322800
"2262",665400
"2263",683600
"2264",880800
"2265",423400
"2266",277200
"2267",399400
"2268",533200
"2269",469400
"2270",321000
"2271",916000
"2272",403400
"2273",342400
"2274",1580000
"2275",651600
"2276",376200
"2277",798200
"2278",757400
"2279",627200
"2280",363400
"2281",1051200
"2282",376200
"2283",1072400
"2284",451000
"2285",562600
"2286",1029000
"2287",1257600
"2288",732000
"2289",800400
"2290",1165000
"2291",442000
"2292",367000
"2293",564200
"2294",320800
"2295",947400
"2296",457000
"2297",575400
"2298",467800
"2299",537000
"2300",291800
"2301",904400
"2302",659800
"2303",385400
"2304",211200
"2305",446400
"2306",411400
"2307",608200
"2308",465000
"2309",699400
"2310",575400
"2311",470000
"2312",421400
"2313",609600
"2314",858400
"2315",183800
"2316",628400
"2317",543600
"2318",485200
"2319",706000
"2320",225400
"2321",495600
"2322",598000
"2323",714600
"2324",564000
"2325",394800
"2326",753600
"2327",522000
"2328",460400
"2329",1396000
"2330",1020000
"2331",331400
"2332",549800
"2333",317200
"2334",645200
"2335",432400
"2336",532800
"2337",369600
"2338",597000
"2339",358000
"2340",507000
"2341",805000
"2342",324400
"2343",808200
"2344",242400
"2345",397600
"2346",510800
"2347",779200
"2348",528400
"2349",408000
"2350",701400
"2351",863400
"2352",356400
"2353",699000
"2354",423000
"2355",290600
"2356",410400
"2357",518400
"2358",440600
"2359",661600
"2360",327600
"2361",332000
"2362",367400
"2363",719400
"2364",353400
"2365",929200
"2366",671800
"2367",350600
"2368",364200
"2369",285000
"2370",197600
"2371",649600
"2372",184800
"2373",812400
"2374",237600
"2375",510800
"2376",191000
"2377",769800
"2378",606200
"2379",219400
"2380",1076800
"2381",426000
"2382",590600
"2383",534000
"2384",218600
"2385",238800
"2386",269800
"2387",497800
"2388",490200
"2389",719600
"2390",396000
"2391",534000
"2392",262600
"2393",918000
"2394",509200
"2395",564800
"2396",1676000
"2397",604800
"2398",492200
"2399",298000
"2400",489000
"2401",376000
"2402",626800
"2403",713000
"2404",709200
"2405",310200
"2406",379800
"2407",990000
"2408",217400
"2409",1256000
"2410",631400
"2411",946000
"2412",935400
"2413",539000
"2414",257800
"2415",233600
"2416",585600
"2417",249000
"2418",280000
"2419",725600
"2420",307400
"2421",262000
"2422",535800
"2423",345800
"2424",420000
"2425",1832000
"2426",691600
"2427",1982000
"2428",370200
"2429",319000
"2430",699600
"2431",1138600
"2432",232200
"2433",539800
"2434",755800
"2435",206200
"2436",537600
"2437",425000
"2438",629800
"2439",681200
"2440",267400
"2441",1206000
"2442",548000
"2443",455000
"2444",483000
"2445",343400
"2446",477000
"2447",283800
"2448",623000
"2449",463600
"2450",446200
"2451",188800
"2452",570800
"2453",472800
"2454",740800
"2455",1882000
"2456",357600
"2457",467800
"2458",486000
"2459",205000
"2460",653000
"2461",644600
"2462",554200
"2463",839000
"2464",2362000
"2465",1131600
"2466",545000
"2467",397000
"2468",432200
"2469",734600
"2470",1491000
"2471",594000
"2472",553200
"2473",673800
"2474",373400
"2475",286800
"2476",313600
"2477",747200
"2478",333800
"2479",284400
"2480",304200
"2481",832000
"2482",743600
"2483",929600
"2484",683000
"2485",1153000
"2486",448400
"2487",786400
"2488",525200
"2489",269000
"2490",553400
"2491",455000
"2492",802000
"2493",241200
"2494",486000
"2495",290600
"2496",2506000
"2497",234800
"2498",945400
"2499",455000
"2500",477200
"2501",618800
"2502",280000
"2503",682800
"2504",892000
"2505",490000
"2506",306400
"2507",566800
"2508",247400
"2509",706800
"2510",450800
"2511",615200
"2512",254200
"2513",790800
"2514",370000
"2515",684800
"2516",1730000
"2517",1052000
"2518",643000
"2519",221200
"2520",481200
"2521",760000
"2522",280000
"2523",255800
"2524",322000
"2525",505800
"2526",320200
"2527",501000
"2528",587000
"2529",429000
"2530",319200
"2531",549000
"2532",293800
"2533",354000
"2534",796600
"2535",840200
"2536",496600
"2537",805000
"2538",672800
"2539",340400
"2540",474200
"2541",199600
"2542",545000
"2543",572600
"2544",373800
"2545",185000
"2546",737000
"2547",296666.667
"2548",247000
"2549",2304000
"2550",757800
"2551",212000
"2552",356800
"2553",525200
"2554",1059800
"2555",571000
"2556",335800
"2557",482000
"2558",727400
"2559",357200
"2560",339600
"2561",308000
"2562",392000
"2563",493600
"2564",771600
"2565",304800
"2566",395400
"2567",542000
"2568",836600
"2569",1186000
"2570",425800
"2571",579600
"2572",1501000
"2573",354000
"2574",793000
"2575",574200
"2576",533600
"2577",424400
"2578",429000
"2579",601600
"2580",206200
"2581",403600
"2582",533000
"2583",681600
"2584",979400
"2585",912400
"2586",360000
"2587",346400
"2588",347600
"2589",646400
"2590",403200
"2591",564800
"2592",341800
"2593",303200
"2594",333800
"2595",734200
"2596",1001000
"2597",1046600
"2598",530800
"2599",490600
"2600",426400
"2601",550200
"2602",601200
"2603",898800
"2604",366200
"2605",364600
"2606",223400
"2607",722400
"2608",439800
"2609",542800
"2610",353000
"2611",362600
"2612",378200
"2613",334800
"2614",690600
"2615",515600
"2616",224200
"2617",629200
"2618",413200
"2619",402200
"2620",1594000
"2621",215800
"2622",884000
"2623",1057000
"2624",487200
"2625",280400
"2626",438600
"2627",691800
"2628",892000
"2629",649600
"2630",597000
"2631",656800
"2632",207200
"2633",350200
"2634",631400
"2635",1053000
"2636",307000
"2637",307000
"2638",288166.667
"2639",546800
"2640",381400
"2641",433600
"2642",781000
"2643",467000
"2644",304200
"2645",520800
"2646",354400
"2647",379400
"2648",228000
"2649",434200
"2650",705600
"2651",308000
"2652",664400
"2653",747600
"2654",504000
"2655",302800
"2656",445400
"2657",284800
"2658",473400
"2659",499600
"2660",303000
"2661",196400
"2662",298600
"2663",670400
"2664",641800
"2665",501600
"2666",405200
"2667",403400
"2668",510000
"2669",456000
"2670",460200
"2671",743000
"2672",501400
"2673",665600
"2674",630000
"2675",1479000
"2676",514400
"2677",602200
"2678",271200
"2679",527600
"2680",273200
"2681",1417000
"2682",342000
"2683",522000
"2684",719600
"2685",333800
"2686",145400
"2687",283800
"2688",869400
"2689",408600
"2690",327000
"2691",839600
"2692",392200
"2693",504200
"2694",512800
"2695",406000
"2696",592000
"2697",940000
"2698",303600
"2699",653200
"2700",693000
"2701",335600
"2702",234200
"2703",315800
"2704",437400
"2705",163600
"2706",300400
"2707",496600
"2708",215800
"2709",449600
"2710",536600
"2711",513600
"2712",505800
"2713",529000
"2714",329600
"2715",553000
"2716",498800
"2717",691200
"2718",344600
"2719",546800
"2720",320600
"2721",248800
"2722",417200
"2723",452600
"2724",394400
"2725",335800
"2726",846000
"2727",516400
"2728",359400
"2729",522200
"2730",249200
"2731",448400
"2732",458000
"2733",350600
"2734",198400
"2735",260400
"2736",758000
"2737",219400
"2738",833000
"2739",654000
"2740",348800
"2741",498800
"2742",565000
"2743",505600
"2744",423000
"2745",851200
"2746",360400
"2747",408600
"2748",430200
"2749",276800
"2750",551400
"2751",643400
"2752",710600
"2753",256600
"2754",707200
"2755",470400
"2756",420000
"2757",193600
"2758",484400
"2759",529400
"2760",609200
"2761",304200
"2762",327400
"2763",1794000
"2764",449400
"2765",288800
"2766",742000
"2767",550000
"2768",357200
"2769",451000
"2770",698000
"2771",399200
"2772",331000
"2773",506833.333
"2774",600400
"2775",225600
"2776",334200
"2777",236200
"2778",248800
"2779",209000
"2780",524600
"2781",638000
"2782",527000
"2783",395600
"2784",900800
"2785",602800
"2786",427600
"2787",368200
"2788",847800
"2789",1140000
"2790",610400
"2791",883800
"2792",279800
"2793",954000
"2794",563000
"2795",648000
"2796",446000
"2797",424000
"2798",527800
"2799",755600
"2800",459600
"2801",361600
"2802",613600
"2803",744400
"2804",250000
"2805",412400
"2806",183800
"2807",639600
"2808",719200
"2809",189000
"2810",430600
"2811",575600
"2812",180300
"2813",534800
"2814",452400
"2815",296666.667
"2816",705400
"2817",273600
"2818",259800
"2819",529400
"2820",421800
"2821",395800
"2822",433200
"2823",587000
"2824",271200
"2825",687600
"2826",488200
"2827",254200
"2828",376200
"2829",190000
"2830",428200
"2831",698000
"2832",623800
"2833",667000
"2834",780400
"2835",528800
"2836",233800
"2837",384000
"2838",359000
"2839",625600
"2840",924000
"2841",307800
"2842",288000
"2843",724600
"2844",391600
"2845",229000
"2846",198200
"2847",770600
"2848",413400
"2849",567400
"2850",707800
"2851",627600
"2852",382600
"2853",668000
"2854",251000
"2855",409800
"2856",207400
"2857",343400
"2858",331400
"2859",498000
"2860",207000
"2861",304400
"2862",379400
"2863",439200
"2864",507600
"2865",511200
"2866",779800
"2867",448800
"2868",338200
"2869",312000
"2870",338800
"2871",270600
"2872",768400
"2873",590400
"2874",336800
"2875",666400
"2876",469600
"2877",338400
"2878",779200
"2879",423800
"2880",210200
"2881",483400
"2882",213600
"2883",812200
"2884",460800
"2885",475000
"2886",594000
"2887",237000
"2888",401000
"2889",340400
"2890",559000
"2891",435400
"2892",658000
"2893",304600
"2894",635400
"2895",660200
"2896",605200
"2897",382800
"2898",354200
"2899",494600
"2900",511800
"2901",282400
"2902",277400
"2903",250200
"2904",409600
"2905",583000
"2906",203800
"2907",317800
"2908",485400
"2909",834800
"2910",620000
"2911",666600
"2912",648200
"2913",807800
"2914",587000
"2915",336200
"2916",285600
"2917",209400
"2918",495600
"2919",370000
"2920",473000
"2921",503400
"2922",570400
"2923",524600
"2924",288600
"2925",584000
"2926",343400
"2927",378400
"2928",392400
"2929",580400
"2930",701000
"2931",676400
"2932",289400
"2933",896400
"2934",510800
"2935",381400
"2936",495800
"2937",614800
"2938",809200
"2939",847800
"2940",518600
"2941",650000
"2942",485400
"2943",535800
"2944",211200
"2945",618000
"2946",362200
"2947",314000
"2948",515400
"2949",650400
"2950",299600
"2951",412600
"2952",858000
"2953",343800
"2954",585800
"2955",1794000
"2956",356800
"2957",587000
"2958",267200
"2959",517400
"2960",480200
"2961",735200
"2962",303600
"2963",470200
"2964",297800
"2965",793000
"2966",692200
"2967",580400
"2968",385200
"2969",321200
"2970",410600
"2971",318400
"2972",390000
"2973",341400
"2974",306400
"2975",507000
"2976",514200
"2977",291600
"2978",673600
"2979",855000
"2980",225200
"2981",450600
"2982",261000
"2983",504000
"2984",440200
"2985",476800
"2986",792200
"2987",588200
"2988",424800
"2989",384000
"2990",564400
"2991",793166.667
"2992",556400
"2993",679800
"2994",481200
"2995",684000
"2996",883000
"2997",816000
"2998",536400
"2999",2376000
"3000",292400
"3001",216600
"3002",449600
"3003",748600
"3004",842200
"3005",281400
"3006",295600
"3007",866600
"3008",591600
"3009",610200
"3010",917000
"3011",293833.333
"3012",622600
"3013",222600
"3014",331400
"3015",330400
"3016",334600
"3017",765000
"3018",352800
"3019",740800
"3020",209400
"3021",730400
"3022",1437000
"3023",634200
"3024",792833.333
"3025",374400
"3026",647200
"3027",515000
"3028",309600
"3029",552800
"3030",834000
"3031",578000
"3032",769400
"3033",258000
"3034",908000
"3035",320800
"3036",392800
"3037",498600
"3038",520400
"3039",439000
"3040",785600
"3041",434200
"3042",724200
"3043",525800
"3044",208200
"3045",448200
"3046",527200
"3047",283400
"3048",330000
"3049",459800
"3050",494600
"3051",617000
"3052",613000
"3053",262000
"3054",227000
"3055",322600
"3056",247600
"3057",540800
"3058",347800
"3059",309600
"3060",510000
"3061",577600
"3062",379400
"3063",497200
"3064",235400
"3065",287000
"3066",521800
"3067",622000
"3068",434600
"3069",532600
"3070",1051200
"3071",879400
"3072",326000
"3073",164800
"3074",454200
"3075",574000
"3076",431000
"3077",597000
"3078",326000
"3079",585800
"3080",603000
"3081",694800
"3082",1398000
"3083",303400
"3084",504800
"3085",477800
"3086",261800
"3087",599200
"3088",1190000
"3089",375000
"3090",249400
"3091",753400
"3092",2152000
"3093",187800
"3094",240200
"3095",684200
"3096",388600
"3097",680400
"3098",347600
"3099",517000
"3100",1605000
"3101",254200
"3102",1240000
"3103",308600
"3104",386000
"3105",735400
"3106",373800
"3107",465000
"3108",1243000
"3109",561000
"3110",644600
"3111",287200
"3112",1237000
"3113",278600
"3114",505000
"3115",342200
"3116",608800
"3117",1158400
"3118",791800
"3119",1502000
"3120",518200
"3121",393600
"3122",1170000
"3123",722800
"3124",394800
"3125",781200
"3126",425000
"3127",419200
"3128",784800
"3129",411200
"3130",437600
"3131",393400
"3132",492000
"3133",332800
"3134",273000
"3135",945200
"3136",406200
"3137",505000
"3138",270800
"3139",257200
"3140",206200
"3141",440400
"3142",332800
"3143",612000
"3144",533000
"3145",751200
"3146",296000
"3147",246600
"3148",1008200
"3149",574000
"3150",766200
"3151",699800
"3152",271200
"3153",291600
"3154",513000
"3155",546200
"3156",696400
"3157",353800
"3158",1154000
"3159",340000
"3160",261600
"3161",277200
"3162",440800
"3163",202000
"3164",252000
"3165",758800
"3166",817800
"3167",247000
"3168",706800
"3169",419000
"3170",1510000
"3171",473400
"3172",431000
"3173",675400
"3174",666800
"3175",190600
"3176",328200
"3177",313400
"3178",599800
"3179",487000
"3180",284800
"3181",545000
"3182",303200
"3183",229000
"3184",1002400
"3185",625600
"3186",354200
"3187",614200
"3188",437200
"3189",351400
"3190",309600
"3191",817800
"3192",589800
"3193",1389800
"3194",774200
"3195",550600
"3196",198000
"3197",582400
"3198",322000
"3199",561400
"3200",321600
"3201",280000
"3202",242400
"3203",687000
"3204",526200
"3205",649600
"3206",494200
"3207",2738000
"3208",1064400
"3209",911000
"3210",1203600
"3211",759000
"3212",799800
"3213",388400
"3214",255000
"3215",356600
"3216",918800
"3217",313200
"3218",1340000
"3219",262400
"3220",491400
"3221",252600
"3222",531400
"3223",635800
"3224",228800
"3225",516800
"3226",493600
"3227",337600
"3228",413600
"3229",834800
"3230",464800
"3231",770600
"3232",1251000
"3233",1273000
"3234",801400
"3235",329800
"3236",418200
"3237",880200
"3238",247400
"3239",382600
"3240",344000
"3241",408200
"3242",774000
"3243",184200
"3244",480600
"3245",473000
"3246",287800
"3247",1183000
"3248",290200
"3249",171700
"3250",358800
"3251",323000
"3252",553200
"3253",490600
"3254",217000
"3255",398200
"3256",309000
"3257",358200
"3258",434800
"3259",688000
"3260",283000
"3261",183800
"3262",246600
"3263",536800
"3264",363000
"3265",617200
"3266",542800
"3267",772400
"3268",540000
"3269",305600
"3270",581800
"3271",394400
"3272",231600
"3273",610600
"3274",598400
"3275",409600
"3276",207400
"3277",402600
"3278",557200
"3279",494800
"3280",505600
"3281",461000
"3282",195400
"3283",357200
"3284",254800
"3285",529200
"3286",327200
"3287",478200
"3288",359400
"3289",308000
"3290",278400
"3291",515600
"3292",546800
"3293",582600
"3294",750000
"3295",414800
"3296",370000
"3297",697200
"3298",755000
"3299",657200
"3300",452000
"3301",571000
"3302",362600
"3303",367800
"3304",431000
"3305",236400
"3306",892600
"3307",484000
"3308",379000
"3309",687000
"3310",322600
"3311",313600
"3312",661800
"3313",427200
"3314",1021600
"3315",755000
"3316",645400
"3317",396600
"3318",265400
"3319",888800
"3320",478000
"3321",792000
"3322",875600
"3323",312600
"3324",618000
"3325",689400
"3326",486000
"3327",495800
"3328",371200
"3329",559600
"3330",372000
"3331",1570000
"3332",505000
"3333",1188000
"3334",275400
"3335",287200
"3336",453200
"3337",926600
"3338",419200
"3339",1036200
"3340",277800
"3341",316200
"3342",561400
"3343",363400
"3344",298000
"3345",629200
"3346",3860000
"3347",763600
"3348",597800
"3349",460800
"3350",281400
"3351",480600
"3352",869000
"3353",734600
"3354",225000
"3355",622000
"3356",414200
"3357",311000
"3358",468000
"3359",515000
"3360",434000
"3361",572800
"3362",721000
"3363",338600
"3364",603800
"3365",480800
"3366",325000
"3367",753000
"3368",424400
"3369",614800
"3370",538400
"3371",255600
"3372",575200
"3373",512400
"3374",423000
"3375",519400
"3376",847000
"3377",517600
"3378",853600
"3379",407600
"3380",814000
"3381",326200
"3382",326200
"3383",1342000
"3384",814400
"3385",858000
"3386",265200
"3387",550200
"3388",806400
"3389",734800
"3390",976600
"3391",636200
"3392",284000
"3393",901000
"3394",1033000
"3395",506200
"3396",324200
"3397",324400
"3398",550400
"3399",1152800
"3400",315400
"3401",504000
"3402",353000
"3403",825600
"3404",266000
"3405",511400
"3406",642600
"3407",1091800
"3408",295600
"3409",608600
"3410",219400
"3411",465400
"3412",266800
"3413",372200
"3414",241800
"3415",607000
"3416",342800
"3417",495600
"3418",347600
"3419",523000
"3420",835800
"3421",353000
"3422",1034000
"3423",379000
"3424",401600
"3425",1037400
"3426",266200
"3427",551800
"3428",682200
"3429",441400
"3430",703000
"3431",323000
"3432",251600
"3433",520000
"3434",801600
"3435",264000
"3436",791800
"3437",801200
"3438",332200
"3439",278000
"3440",246200
"3441",523200
"3442",916200
"3443",576200
"3444",305600
"3445",264400
"3446",1724000
"3447",486600
"3448",745800
"3449",999200
"3450",412800
"3451",604800
"3452",333600
"3453",434800
"3454",355000
"3455",682800
"3456",605000
"3457",593600
"3458",582600
"3459",393600
"3460",472200
"3461",416400
"3462",560400
"3463",509800
"3464",543800
"3465",529400
"3466",196000
"3467",249200
"3468",370000
"3469",356200
"3470",283400
"3471",451800
"3472",775000
"3473",640200
"3474",491000
"3475",333600
"3476",552600
"3477",506800
"3478",558400
"3479",418400
"3480",352400
"3481",618800
"3482",363400
"3483",569800
"3484",595600
"3485",615400
"3486",560800
"3487",374200
"3488",1646000
"3489",716000
"3490",406600
"3491",361600
"3492",492200
"3493",1019400
"3494",583000
"3495",455000
"3496",319600
"3497",328400
"3498",395400
"3499",514800
"3500",306400
"3501",227800
"3502",396000
"3503",996000
"3504",498000
"3505",410600
"3506",1218000
"3507",393000
"3508",266000
"3509",438000
"3510",621600
"3511",518800
"3512",666600
"3513",334600
"3514",387400
"3515",448200
"3516",790800
"3517",403200
"3518",487400
"3519",512400
"3520",359800
"3521",192600
"3522",956000
"3523",460400
"3524",424400
"3525",515600
"3526",718400
"3527",293400
"3528",401400
"3529",482200
"3530",395800
"3531",505000
"3532",359600
"3533",721800
"3534",362200
"3535",287600
"3536",569200
"3537",859600
"3538",699600
"3539",553200
"3540",420400
"3541",1298000
"3542",585400
"3543",457600
"3544",572600
"3545",413600
"3546",352800
"3547",282800
"3548",1846000
"3549",380800
"3550",475600
"3551",262400
"3552",808800
"3553",568800
"3554",250200
"3555",1106400
"3556",275400
"3557",489200
"3558",877000
"3559",508200
"3560",508200
"3561",304600
"3562",430200
"3563",305200
"3564",238400
"3565",423600
"3566",342000
"3567",484800
"3568",345400
"3569",315400
"3570",869400
"3571",468000
"3572",1318000
"3573",517400
"3574",666400
"3575",573000
"3576",781000
"3577",480800
"3578",517000
"3579",302000
"3580",325000
"3581",541600
"3582",775400
"3583",343400
"3584",472600
"3585",490600
"3586",351200
"3587",457200
"3588",552400
"3589",258800
"3590",464400
"3591",456200
"3592",363600
"3593",463000
"3594",259000
"3595",716200
"3596",1094800
"3597",486600
"3598",178083.333
"3599",427800
"3600",850200
"3601",234000
"3602",431000
"3603",555200
"3604",511400
"3605",380000
"3606",304600
"3607",274800
"3608",528600
"3609",558600
"3610",1532000
"3611",392400
"3612",636400
"3613",621400
"3614",483400
"3615",1125800
"3616",361800
"3617",1059000
"3618",252800
"3619",383600
"3620",447000
"3621",816000
"3622",569600
"3623",440800
"3624",342600
"3625",329000
"3626",253600
"3627",492800
"3628",583000
"3629",533800
"3630",694400
"3631",360800
"3632",955400
"3633",470800
"3634",387800
"3635",959200
"3636",468600
"3637",571600
"3638",365000
"3639",304000
"3640",365800
"3641",203000
"3642",273600
"3643",1758000
"3644",671600
"3645",489400
"3646",448600
"3647",802000
"3648",314200
"3649",435600
"3650",402400
"3651",363400
"3652",233800
"3653",572400
"3654",362400
"3655",308000
"3656",657200
"3657",263800
"3658",3434000
"3659",375200
"3660",822200
"3661",399000
"3662",232000
"3663",257400
"3664",367400
"3665",576800
"3666",651800
"3667",256200
"3668",638600
"3669",382400
"3670",599200
"3671",383400
"3672",424200
"3673",270200
"3674",855000
"3675",229000
"3676",748800
"3677",615400
"3678",463000
"3679",410400
"3680",205600
"3681",558200
"3682",438400
"3683",425800
"3684",536000
"3685",303000
"3686",429600
"3687",869600
"3688",386000
"3689",1437000
"3690",1133600
"3691",268000
"3692",217200
"3693",511200
"3694",209200
"3695",652000
"3696",486600
"3697",225600
"3698",662800
"3699",764600
"3700",468800
"3701",293200
"3702",709600
"3703",226800
"3704",255200
"3705",459600
"3706",340400
"3707",1154400
"3708",529200
"3709",1818000
"3710",505600
"3711",388800
"3712",506800
"3713",471000
"3714",486000
"3715",725200
"3716",395400
"3717",425200
"3718",477600
"3719",218600
"3720",483400
"3721",559400
"3722",629600
"3723",418000
"3724",344400
"3725",494800
"3726",1794000
"3727",605400
"3728",717800
"3729",294400
"3730",489600
"3731",608000
"3732",570000
"3733",236000
"3734",257000
"3735",348200
"3736",260800
"3737",244800
"3738",420800
"3739",874800
"3740",341200
"3741",1356000
"3742",936000
"3743",290800
"3744",290800
"3745",456200
"3746",244600
"3747",686000
"3748",599000
"3749",1063000
"3750",710800
"3751",718600
"3752",451600
"3753",795000
"3754",962400
"3755",910200
"3756",400800
"3757",280600
"3758",1245600
"3759",461800
"3760",644600
"3761",414800
"3762",412200
"3763",428000
"3764",848600
"3765",308800
"3766",190000
"3767",193800
"3768",622200
"3769",514000
"3770",205200
"3771",358400
"3772",714200
"3773",351800
"3774",1860000
"3775",959600
"3776",288600
"3777",510600
"3778",368400
"3779",554000
"3780",855400
"3781",308600
"3782",751400
"3783",189000
"3784",287600
"3785",524800
"3786",775600
"3787",276000
"3788",526600
"3789",1237600
"3790",650600
"3791",898200
"3792",1201400
"3793",1306600
"3794",284400
"3795",879600
"3796",381400
"3797",775000
"3798",877600
"3799",567400
"3800",478200
"3801",751000
"3802",427000
"3803",228400
"3804",3e+05
"3805",572800
"3806",332800
"3807",596000
"3808",325600
"3809",1006000
"3810",619000
"3811",320200
"3812",303000
"3813",415400
"3814",425800
"3815",260200
"3816",376600
"3817",1030000
"3818",569800
"3819",280400
"3820",353800
"3821",528800
"3822",401800
"3823",564400
"3824",687400
"3825",388000
"3826",244200
"3827",349200
"3828",969000
"3829",372400
"3830",364600
"3831",297200
"3832",237600
"3833",523600
"3834",669400
"3835",432600
"3836",393200
"3837",555800
"3838",533600
"3839",501600
"3840",519000
"3841",419400
"3842",560600
"3843",612600
"3844",200400
"3845",482400
"3846",1488000
"3847",496400
"3848",503600
"3849",264800
"3850",427800
"3851",248400
"3852",758600
"3853",530800
"3854",389200
"3855",326000
"3856",577200
"3857",298000
"3858",808800
"3859",493600
"3860",337200
"3861",328400
"3862",392800
"3863",330400
"3864",387600
"3865",982200
"3866",540000
"3867",374800
"3868",519200
"3869",857800
"3870",850400
"3871",763600
"3872",476600
"3873",652800
"3874",755200
"3875",273400
"3876",345200
"3877",318400
"3878",315000
"3879",308600
"3880",689400
"3881",321400
"3882",369200
"3883",378600
"3884",231200
"3885",354800
"3886",419600
"3887",406400
"3888",683800
"3889",711800
"3890",567000
"3891",867000
"3892",593400
"3893",543600
"3894",824800
"3895",817000
"3896",538800
"3897",468000
"3898",596800
"3899",399400
"3900",351600
"3901",447800
"3902",1499000
"3903",575800
"3904",241200
"3905",549800
"3906",1124000
"3907",611000
"3908",590000
"3909",414600
"3910",465600
"3911",503400
"3912",652200
"3913",393600
"3914",547600
"3915",658600
"3916",342600
"3917",691200
"3918",258000
"3919",251800
"3920",344400
"3921",749400
"3922",324200
"3923",475800
"3924",378000
"3925",314000
"3926",626200
"3927",294000
"3928",259600
"3929",478000
"3930",571000
"3931",700200
"3932",301600
"3933",317400
"3934",457600
"3935",925800
"3936",360000
"3937",989600
"3938",432200
"3939",321600
"3940",704400
"3941",1296000
"3942",274200
"3943",346800
"3944",472000
"3945",631600
"3946",530000
"3947",1530000
"3948",613800
"3949",472000
"3950",1384000
"3951",348400
"3952",327400
"3953",380800
"3954",974600
"3955",235400
"3956",524200
"3957",233400
"3958",273000
"3959",481800
"3960",865600
"3961",418200
"3962",220000
"3963",664600
"3964",467800
"3965",214800
"3966",727200
"3967",234200
"3968",512600
"3969",529600
"3970",554400
"3971",527800
"3972",521000
"3973",293000
"3974",225600
"3975",183400
"3976",433400
"3977",531600
"3978",707800
"3979",185000
"3980",428400
"3981",617600
"3982",335600
"3983",377000
"3984",1108000
"3985",540400
"3986",531000
"3987",302000
"3988",278200
"3989",290200
"3990",293200
"3991",481600
"3992",385200
"3993",286800
"3994",542400
"3995",379400
"3996",1076000
"3997",275600
"3998",832200
"3999",423600
"4000",717200
"4001",730000
"4002",328400
"4003",494600
"4004",412800
"4005",651800
"4006",491400
"4007",391200
"4008",228000
"4009",297000
"4010",418600
"4011",235000
"4012",317000
"4013",747000
"4014",250000
"4015",363000
"4016",678000
"4017",1194000
"4018",592800
"4019",264600
"4020",270000
"4021",334200
"4022",452600
"4023",583400
"4024",243200
"4025",260400
"4026",545600
"4027",785600
"4028",457800
"4029",658200
"4030",510200
"4031",519800
"4032",789000
"4033",412600
"4034",368400
"4035",260600
"4036",547400
"4037",767200
"4038",449400
"4039",670600
"4040",285000
"4041",652800
"4042",461400
"4043",1135000
"4044",196000
"4045",1149000
"4046",454200
"4047",740000
"4048",296600
"4049",242400
"4050",337400
"4051",329600
"4052",574800
"4053",702000
"4054",404400
"4055",829000
"4056",566200
"4057",564200
"4058",296800
"4059",332400
"4060",657200
"4061",599600
"4062",357000
"4063",796400
"4064",348600
"4065",430000
"4066",436000
"4067",485400
"4068",1397000
"4069",235000
"4070",667000
"4071",563600
"4072",753200
"4073",383400
"4074",410200
"4075",460000
"4076",695800
"4077",840600
"4078",373400
"4079",696400
"4080",583000
"4081",257400
"4082",776800
"4083",197000
"4084",716600
"4085",457400
"4086",594200
"4087",369800
"4088",349000
"4089",566400
"4090",802600
"4091",490000
"4092",595400
"4093",282000
"4094",2398000
"4095",664800
"4096",302200
