"","x"
"2381",667255.798585105
"2382",756731.204539391
"2383",544605.397977849
"2384",220195.99382711
"2385",177907.016838357
"2386",282706.685033725
"2387",348882.773434565
"2388",439481.132046682
"2389",864177.131355307
"2390",377220.44195295
"2391",644908.508274212
"2392",183769.43143012
"2393",932020.48573995
"2394",561451.820230599
"2395",493801.954983917
"2396",1154344.58925458
"2397",607641.17091504
"2398",522777.315033303
"2399",393476.451232515
"2400",561471.557819574
"2401",415208.782487512
"2402",534997.066868609
"2403",776208.788240025
"2404",529640.729078018
"2405",423534.810113515
"2406",540610.254271939
"2407",904989.884390604
"2408",252595.097316423
"2409",1240631.16465743
"2410",836428.061490692
"2411",1024181.14246806
"2412",1348900.33608649
"2413",574476.578125409
"2414",268740.977605116
"2415",299682.39534217
"2416",600274.254513752
"2417",340176.081084268
"2418",134953.219398647
"2419",685743.538646416
"2420",297888.43106869
"2421",239758.548401604
"2422",455963.753348603
"2423",291110.978572121
"2424",507875.156951218
"2425",997202.313083257
"2426",736369.162608961
"2427",1243358.40080969
"2428",348056.782099729
"2429",490887.568248461
"2430",747640.636890719
"2431",1128007.81019076
"2432",269480.656469575
"2433",388066.895829976
"2434",747554.482450821
"2435",49537.1879903928
"2436",584752.827832837
"2437",353601.386785529
"2438",538151.450969113
"2439",713580.252016161
"2440",241675.423938664
"2441",1287520.13028928
"2442",708777.570190491
"2443",458121.695054707
"2444",563276.532153954
"2445",121469.591830983
"2446",515988.373272415
"2447",286087.500177126
"2448",785793.493819282
"2449",404713.399038321
"2450",421110.297639778
"2451",119824.928467359
"2452",728380.000845567
"2453",408396.790973581
"2454",864651.369873614
"2455",1271121.18159584
"2456",377380.376347254
"2457",739182.125176015
"2458",574755.757491227
"2459",184417.895672903
"2460",529945.545794024
"2461",781324.727178342
"2462",502940.743224632
"2463",900532.169515212
"2464",1365367.62288683
"2465",766006.091546536
"2466",700744.496233419
"2467",402314.6977688
"2468",415276.600993227
"2469",887786.246625424
"2470",1561086.75693433
"2471",684827.221365948
"2472",621120.550272763
"2473",705989.202736023
"2474",201991.649751405
"2475",282295.889692718
"2476",278112.724685544
"2477",550185.696891163
"2478",399057.475755377
"2479",184861.114766107
"2480",468304.982419864
"2481",853408.493544246
"2482",742460.647159308
"2483",1074582.51808651
"2484",664228.77633136
"2485",1072795.89818604
"2486",405981.53630008
"2487",739941.076480569
"2488",517051.459410897
"2489",334310.410297508
"2490",544610.625080321
"2491",514362.830870501
"2492",753055.965666556
"2493",334142.692760684
"2494",408292.603137355
"2495",180620.872036813
"2496",1919457.26260333
"2497",233592.408428471
"2498",1038173.50689054
"2499",436506.178837381
"2500",511716.784431781
"2501",799965.999369869
"2502",272913.619557458
"2503",727621.123043233
"2504",840645.56977629
"2505",521920.534581692
"2506",467486.580394423
"2507",486834.592029769
"2508",211879.317507485
"2509",767540.818397473
"2510",313304.186772853
"2511",690687.383570152
"2512",253367.569491315
"2513",809615.487892495
"2514",306012.082905471
"2515",626687.90227526
"2516",1194586.36413556
"2517",1220177.46658488
"2518",756083.70209258
"2519",101993.752234153
"2520",519669.933219308
"2521",762986.84216003
"2522",334852.269390039
"2523",238303.771271817
"2524",313753.736210219
"2525",483746.250739711
"2526",182398.155093747
"2527",435082.834497845
"2528",552177.930174181
"2529",551184.11795973
"2530",266160.549017745
"2531",510428.459159517
"2532",493167.066914672
"2533",534163.062966913
"2534",1021277.91022205
"2535",1076810.23325886
"2536",537211.187722622
"2537",737353.280252334
"2538",795263.160145805
"2539",242326.480485784
"2540",530541.256825554
"2541",434946.902434719
"2542",710857.917599701
"2543",495774.166461161
"2544",471099.976380726
"2545",233023.754195359
"2546",859968.566645925
"2547",492077.156223427
"2548",266172.406805457
"2549",1579524.05283823
"2550",923712.077295983
"2551",87602.63263535
"2552",332574.848097794
"2553",524016.160499174
"2554",1260146.25654895
"2555",498342.436785845
"2556",446831.023984791
"2557",544867.952496868
"2558",792582.783155141
"2559",433195.133457439
"2560",465083.613760749
"2561",425033.341339514
"2562",346147.685818187
"2563",468950.018734228
"2564",856583.054210735
"2565",335313.930692229
"2566",347763.252531981
"2567",550798.899920205
"2568",768391.344472001
"2569",1364158.49245057
"2570",806217.422951483
"2571",606713.416784491
"2572",1610839.72143268
"2573",219470.550189751
"2574",831772.798076303
"2575",580734.553434527
"2576",573782.890880709
"2577",586164.096853635
"2578",476481.826300042
"2579",395847.728416805
"2580",99523.4539150369
"2581",227429.825279354
"2582",592424.13586224
"2583",769380.158070294
"2584",1033832.01047722
"2585",1009847.77574411
"2586",405046.218302219
"2587",185679.687352015
"2588",438776.703617566
"2589",685381.121205316
"2590",197408.569753763
"2591",706866.115615576
"2592",494742.09294618
"2593",371520.569989853
"2594",362681.724505392
"2595",924274.490701049
"2596",1196340.72272831
"2597",919326.524168091
"2598",592707.93998162
"2599",639121.862606418
"2600",544059.478150628
"2601",486905.622424927
"2602",654605.153145784
"2603",832241.360468589
"2604",457003.233817568
"2605",335597.776998514
"2606",194507.224837922
"2607",629113.261819987
"2608",479672.152326205
"2609",468595.389940051
"2610",440219.107130713
"2611",194512.885955406
"2612",207595.079439872
"2613",274692.822415264
"2614",747111.246597067
"2615",816143.788106945
"2616",122662.477242697
"2617",534461.640536508
"2618",483686.315288877
"2619",530261.881327676
"2620",1037869.37290025
"2621",245648.071262694
"2622",969359.599023947
"2623",1238322.69740027
"2624",464711.789132217
"2625",314473.277939148
"2626",466577.511750823
"2627",739588.004688153
"2628",1049296.54392597
"2629",624732.22244325
"2630",437754.943501519
"2631",732027.400193122
"2632",158478.902559032
"2633",152601.779788612
"2634",796825.529416296
"2635",989180.440713359
"2636",372544.429594866
"2637",269838.666848389
"2638",270590.417035717
"2639",385413.724749434
"2640",405163.198781475
"2641",645688.296472505
"2642",754597.45726141
"2643",667243.735977135
"2644",385376.094768089
"2645",623407.644366383
"2646",466057.51456321
"2647",594165.215265711
"2648",165210.828677653
"2649",388201.209112816
"2650",312681.500219933
"2651",264595.179454024
"2652",712425.292241757
"2653",655543.675101989
"2654",624369.384135533
"2655",585264.158275281
"2656",319775.827042067
"2657",482862.238247869
"2658",314855.495885881
"2659",413121.40568973
"2660",285270.206342487
"2661",13524.791850335
"2662",176783.616375504
"2663",772762.138819639
"2664",609403.816116674
"2665",469827.785508867
"2666",680441.781004575
"2667",283045.504995986
"2668",723013.053203722
"2669",514666.680449533
"2670",174164.143423971
"2671",1294521.52394792
"2672",469854.67472465
"2673",740104.315075739
"2674",662276.161420654
"2675",1069943.39613614
"2676",633629.153693389
"2677",848035.45149196
"2678",191877.515140249
"2679",578326.429055625
"2680",336032.506745843
"2681",1055058.2698319
"2682",396312.171860048
"2683",503675.82061717
"2684",775341.10663544
"2685",446026.37507808
"2686",-45413.4783922248
"2687",286392.333095794
"2688",786751.471489715
"2689",403786.173655051
"2690",139757.946555323
"2691",852278.129154743
"2692",401301.212394803
"2693",566669.546329099
"2694",729524.92323111
"2695",353921.443865687
"2696",406855.425742871
"2697",945584.362961154
"2698",250112.871294861
"2699",698314.741885441
"2700",754131.850217424
"2701",480960.934762859
"2702",271222.646649338
"2703",353946.543779885
"2704",405446.817649361
"2705",-41594.6880769763
"2706",286400.52043572
"2707",369468.262043081
"2708",40103.4392123199
"2709",479866.928551545
"2710",554888.897311428
"2711",658069.500716298
"2712",499769.253435407
"2713",470858.032082477
"2714",236186.005408119
"2715",611669.109689446
"2716",405497.421217648
"2717",814106.762890241
"2718",302826.613337281
"2719",547643.83218145
"2720",322838.889351852
"2721",314756.614631468
"2722",441119.775111038
"2723",545819.650157561
"2724",525082.27009587
"2725",192554.67673262
"2726",855959.698412089
"2727",539147.984400335
"2728",251647.838369302
"2729",529290.165820578
"2730",460697.103875601
"2731",474823.681749949
"2732",508625.978336712
"2733",423835.605467465
"2734",-29357.5795666032
"2735",234678.119846321
"2736",892295.843445149
"2737",159108.394988284
"2738",884058.219737362
"2739",784970.281661159
"2740",447755.482587041
"2741",516545.342324721
"2742",495786.637434149
"2743",550648.835734006
"2744",520641.605298935
"2745",884019.356399048
"2746",405793.328887148
"2747",544935.75134173
"2748",460827.706973498
"2749",279733.580922255
"2750",473324.445357019
"2751",775752.051555377
"2752",729914.91584558
"2753",467119.647619911
"2754",799298.37950724
"2755",449966.56869435
"2756",486778.966436016
"2757",110147.403293071
"2758",630332.393045858
"2759",552974.418907997
"2760",671363.523365689
"2761",503932.947742275
"2762",388825.011328258
"2763",1580007.04025875
"2764",411339.370327908
"2765",352620.442767712
"2766",892808.204344042
"2767",657709.005922212
"2768",405946.29521883
"2769",376435.920480943
"2770",685543.897323829
"2771",411372.157208557
"2772",362625.91600507
"2773",371095.868036006
"2774",601406.546192705
"2775",132425.037133672
"2776",541603.969790762
"2777",231694.662035591
"2778",552598.05558046
"2779",198656.821811614
"2780",649691.423633103
"2781",718236.244829611
"2782",586168.300617281
"2783",528189.234884943
"2784",1064924.36548089
"2785",643717.934164399
"2786",177350.061075265
"2787",450654.036499024
"2788",781225.776582896
"2789",1137403.38747854
"2790",458938.913662266
"2791",997717.819428347
"2792",262750.619659062
"2793",1147780.69399585
"2794",515233.732877878
"2795",771729.718048923
"2796",530367.420264401
"2797",444031.898527944
"2798",688137.219993456
"2799",795892.075652711
"2800",574993.604603621
"2801",330635.258136026
"2802",714338.310966871
"2803",758222.792450109
"2804",163107.810656313
"2805",247472.856677894
"2806",287825.742143073
"2807",671381.594974697
"2808",870274.692420671
"2809",89892.2172786377
"2810",371785.057642156
"2811",575260.943604193
"2812",-137843.906694261
"2813",447389.545912054
"2814",429130.402283996
"2815",287569.537623887
"2816",715336.824648262
"2817",322171.923309062
"2818",363611.901264131
"2819",545369.113672948
"2820",360524.484263003
"2821",342022.522721693
"2822",485170.060357559
"2823",628249.456883172
"2824",289960.851700417
"2825",773515.244093043
"2826",399884.111235255
"2827",110096.239818955
"2828",535891.310680258
"2829",-4644.62125173007
"2830",470651.832324692
"2831",696299.697039479
"2832",574402.670289358
"2833",626763.121490555
"2834",635403.185404124
"2835",402967.221485161
"2836",98136.1447615764
"2837",498157.452592105
"2838",563633.574094683
"2839",640918.057092559
"2840",811641.287212232
"2841",362169.699569935
"2842",175956.794958273
"2843",943138.853796592
"2844",485878.442373073
"2845",73752.935026085
"2846",93668.7176068213
"2847",836854.505086526
"2848",446107.009658797
"2849",707993.139041765
"2850",817395.797983171
"2851",515922.059987173
"2852",356929.010392891
"2853",695824.301747551
"2854",158782.438238115
"2855",407960.697055571
"2856",181104.28353888
"2857",198388.319425674
"2858",354478.0968393
"2859",464950.534752439
"2860",163305.329708227
"2861",215449.592211463
"2862",282283.058013843
"2863",337613.689074087
"2864",327558.498136686
"2865",474794.9691263
"2866",1029010.4417248
"2867",376547.698865119
"2868",480661.813264288
"2869",104115.278576304
"2870",172107.869623674
"2871",351406.638870104
"2872",877159.664059378
"2873",525132.180058274
"2874",336515.747596133
"2875",619220.974083211
"2876",450106.662115028
"2877",337958.867242645
"2878",1095590.07873582
"2879",315045.952760158
"2880",129928.250301742
"2881",424345.09202708
"2882",76185.3541948863
"2883",835160.907287177
"2884",617539.573634149
"2885",385277.433921354
"2886",684718.626362055
"2887",214145.157588676
"2888",568151.356249153
"2889",543904.85443043
"2890",595900.491876435
"2891",559761.218767531
"2892",440938.562279158
"2893",283652.213748804
"2894",744850.978287461
"2895",782017.279106572
"2896",536035.952542636
"2897",395720.230851703
"2898",186109.94871334
"2899",326789.030183079
"2900",614189.892893614
"2901",272332.213691762
"2902",195995.370055779
"2903",201461.152279354
"2904",467000.667377362
"2905",493967.460423978
"2906",231066.910542609
"2907",338351.087631113
"2908",391397.84055638
"2909",719277.44064126
"2910",749624.712545081
"2911",552147.183440533
"2912",668673.467532809
"2913",924379.307072695
"2914",605657.493598912
"2915",349879.746635926
"2916",350750.743253849
"2917",9660.24242807987
"2918",405331.162484067
"2919",451785.592622814
"2920",546755.96685233
"2921",343156.002429563
"2922",565408.763941625
"2923",630986.776020643
"2924",323847.659034397
"2925",741173.951899418
"2926",322285.332321803
"2927",458711.471136378
"2928",440690.617450465
"2929",885259.75821624
"2930",915477.147737173
"2931",1151001.06169823
"2932",247070.688880805
"2933",966663.129153788
"2934",519184.997030503
"2935",254058.860559949
"2936",626250.392156199
"2937",627422.0603158
"2938",833345.415660459
"2939",889521.062242353
"2940",421377.665192451
"2941",643946.124770711
"2942",467442.643911834
"2943",538740.934613679
"2944",72324.3718991523
"2945",552135.967315289
"2946",218556.773206656
"2947",253112.261125964
"2948",676053.740172536
"2949",546845.588190097
"2950",267323.438648971
"2951",418284.621396883
"2952",1007895.50018924
"2953",339123.71828471
"2954",539915.877250968
"2955",1732261.81667314
"2956",437325.330208948
"2957",691680.632085462
"2958",371134.094976826
"2959",549353.04008999
"2960",465299.541213825
"2961",831914.39802478
"2962",243676.953811157
"2963",606414.941419972
"2964",397114.029213784
"2965",797528.784045957
"2966",656479.753803891
"2967",885367.688722502
"2968",619113.271205532
"2969",189665.232851793
"2970",488473.346187455
"2971",290739.774742223
"2972",409110.82435663
"2973",305059.205876655
"2974",284269.746995754
"2975",378217.959890218
"2976",589451.159404106
"2977",407311.505165025
"2978",511173.025739785
"2979",946616.104730254
"2980",203419.279097233
"2981",529539.859113253
"2982",154128.930640087
"2983",507579.797674265
"2984",532268.981996003
"2985",482596.763373879
"2986",727783.32989556
"2987",713645.626658446
"2988",990946.864076625
"2989",377076.562721497
"2990",569043.945267114
"2991",856402.560091481
"2992",692904.599929776
"2993",558017.805783405
"2994",714471.324523249
"2995",946646.514961816
"2996",910611.928581085
"2997",807503.679906738
"2998",411367.9519886
"2999",1366075.18719626
"3000",20047.3444139694
"3001",204377.161051465
"3002",359961.607581095
"3003",918547.56267612
"3004",886555.955653731
"3005",262214.678885988
"3006",261565.564058578
"3007",1124901.44751219
"3008",580682.458717521
"3009",691193.18303581
"3010",1076127.35280615
"3011",229502.481008414
"3012",635643.335542623
"3013",237594.70223104
"3014",338507.577358117
"3015",670412.349515521
"3016",274638.857162132
"3017",814415.980950298
"3018",244082.583378883
"3019",700295.297442404
"3020",208359.586875274
"3021",718242.447847748
"3022",1939815.46412302
"3023",608956.061189866
"3024",864099.896553578
"3025",359668.12559496
"3026",863148.556585882
"3027",682101.899076442
"3028",275184.854746911
"3029",608092.064500085
"3030",651578.93259438
"3031",686988.27864638
"3032",805188.672032669
"3033",-261580.713650436
"3034",790919.218888299
"3035",319153.296173039
"3036",328086.914308911
"3037",479196.238779667
"3038",520364.788602762
"3039",429206.893122673
"3040",879019.059365289
"3041",465625.167326091
"3042",782990.397673069
"3043",633122.834824558
"3044",229618.58737613
"3045",598913.063199454
"3046",539720.984351364
"3047",230914.265973333
"3048",326853.30872414
"3049",525233.377212104
"3050",490211.23060449
"3051",625158.582581836
"3052",518133.312679525
"3053",259196.499734337
"3054",116032.433782368
"3055",325557.848270481
"3056",261244.591182243
"3057",633470.576962118
"3058",290959.860844128
"3059",254478.720116819
"3060",688644.897920552
"3061",682935.453761032
"3062",433545.747818522
"3063",515783.784168615
"3064",222821.061847567
"3065",389915.055939233
"3066",535428.315552435
"3067",478394.852144777
"3068",432634.06539456
"3069",653328.657350344
"3070",1027252.63074644
"3071",798563.970559431
"3072",466979.437191837
"3073",-11396.4173668723
"3074",362425.878360051
"3075",885926.35290283
"3076",469959.596624195
"3077",611383.596248938
"3078",516049.348356825
"3079",608290.375481602
"3080",544154.762642577
"3081",941848.068980407
"3082",1054564.83766532
"3083",331128.033828856
"3084",507658.812106922
"3085",486473.538207015
"3086",220976.147329145
"3087",462057.793339267
"3088",1143149.10876066
"3089",458519.108744752
"3090",209605.132660545
"3091",660880.154238113
"3092",1522688.82546197
"3093",5137.99834527212
"3094",132112.534800326
"3095",746300.95778834
"3096",394911.81936058
"3097",755410.071596448
"3098",236058.045400096
"3099",571253.469061746
"3100",1123392.13338084
"3101",263096.319792713
"3102",1257406.93788033
"3103",375188.45115544
"3104",449182.704322117
"3105",709478.678498334
"3106",563093.282825323
"3107",536489.889279795
"3108",1175173.718707
"3109",707605.617998408
"3110",589779.928416984
"3111",294238.964736857
"3112",1047025.6379153
"3113",286590.838473758
"3114",581371.290148256
"3115",445035.139915693
"3116",683090.926913425
"3117",1292255.20860096
"3118",864588.386144491
"3119",1169878.50503786
"3120",630259.323319436
"3121",450772.183239798
"3122",1363128.52669372
"3123",544361.334347538
"3124",473706.692811419
"3125",789528.967496768
"3126",586540.932200886
"3127",359054.207271225
"3128",1004345.53400849
"3129",412885.199525025
"3130",650702.346280672
"3131",450955.548170527
"3132",519712.064942074
"3133",302251.193025879
"3134",373851.856907362
"3135",912786.115804045
"3136",382584.159888325
"3137",639679.462730849
"3138",222846.766564158
"3139",358501.84734213
"3140",173469.880382507
"3141",426973.74904941
"3142",516856.005056697
"3143",586792.324001082
"3144",510144.652552487
"3145",720174.997105976
"3146",146399.802255602
"3147",17127.8866096047
"3148",1141647.83972653
"3149",613428.701108966
"3150",746733.472264907
"3151",614846.144953352
"3152",356678.65811396
"3153",422713.467364202
"3154",529096.402751529
"3155",542155.611133368
"3156",651277.032365204
"3157",346710.867533139
"3158",871214.172324144
"3159",389432.28041179
"3160",208172.153630872
"3161",380349.780645771
"3162",685732.067675207
"3163",104463.918090089
"3164",241806.903026444
"3165",792327.728918992
"3166",1051016.91242466
"3167",94991.2609347583
"3168",876018.155206145
"3169",555816.208850061
"3170",1326200.67270557
"3171",521520.911353069
"3172",579064.145664684
"3173",734881.088123403
"3174",650336.390614367
"3175",-954.708333681214
"3176",541774.485614305
"3177",399488.586221319
"3178",586386.26203801
"3179",377455.923796112
"3180",268513.707894421
"3181",492247.999098489
"3182",334399.983653082
"3183",129387.209743603
"3184",902437.139310617
"3185",774199.980413473
"3186",501796.129415356
"3187",902687.162023594
"3188",566410.629940447
"3189",407822.916346566
"3190",376981.939759114
"3191",978867.11805681
"3192",470860.856695065
"3193",1100731.55578841
"3194",673455.151751809
"3195",545482.382078494
"3196",220630.056038063
"3197",669427.820173124
"3198",421430.607700964
"3199",484500.761368892
"3200",451590.86931429
"3201",312216.154439126
"3202",177131.995631761
"3203",796486.543614093
"3204",428688.738926774
"3205",676691.868882799
"3206",470069.401439284
"3207",1639778.83039352
"3208",1516466.71562484
"3209",830361.886164966
"3210",1078092.97382373
"3211",1003271.19757421
"3212",707525.711092614
"3213",407390.48471763
"3214",212464.493886308
"3215",480432.22978237
"3216",793958.355598181
"3217",357030.653701535
"3218",1214141.74583379
"3219",273883.635742142
"3220",542928.642323345
"3221",182563.448265179
"3222",554679.640989243
"3223",469867.507323954
"3224",220504.700403061
"3225",597146.014368554
"3226",478317.186453844
"3227",443963.970035609
"3228",437022.43024256
"3229",1005488.87003452
"3230",412670.997305887
"3231",754789.507094228
"3232",1230934.09236734
"3233",1373502.60039369
"3234",626056.069398293
"3235",214204.419096823
"3236",446199.080039177
"3237",943021.308267918
"3238",326312.404600494
"3239",459639.103290345
"3240",365785.997559986
"3241",494209.948098529
"3242",776846.981219888
"3243",360807.5675
"3244",379929.446519178
"3245",378787.518808531
"3246",248579.346854652
"3247",1047231.30895271
"3248",217742.812416525
"3249",8325.53126294875
"3250",431036.463758099
"3251",337381.74370657
"3252",671160.320032429
"3253",608103.689680807
"3254",235980.793983487
"3255",423662.068213592
"3256",56965.1578733287
"3257",377695.694639802
"3258",449246.951875139
"3259",672809.196784628
"3260",280032.150774325
"3261",110392.921997664
"3262",31279.6610167358
"3263",592655.724866962
"3264",388695.575695857
"3265",598409.455798198
"3266",545126.877798318
"3267",867726.711760977
"3268",636258.525847812
"3269",136538.65731204
"3270",539323.617077355
"3271",238328.933485658
"3272",250298.052927298
"3273",616608.703802016
"3274",669859.181754051
"3275",439975.982966195
"3276",207191.629894007
"3277",780818.292996535
"3278",394541.754273787
"3279",484586.343936349
"3280",479614.866737859
"3281",472663.664371866
"3282",172157.1551104
"3283",137303.144255047
"3284",327824.732355647
"3285",539209.602921161
"3286",304850.491302098
"3287",431535.419087364
"3288",415476.161944457
"3289",287955.852907548
"3290",441124.630243785
"3291",801866.250324452
"3292",574753.20901445
"3293",570777.13496161
"3294",943261.559110037
"3295",479953.24352523
"3296",462256.804731715
"3297",840313.697131427
"3298",683613.952922907
"3299",902992.753378526
"3300",484019.529304358
"3301",503486.740453419
"3302",368455.933010659
"3303",536692.514889658
"3304",458705.414411576
"3305",263025.378066885
"3306",1091899.19010511
"3307",385783.893814495
"3308",388227.175746028
"3309",724570.974589933
"3310",443451.019797169
"3311",120346.974013606
"3312",680088.107954058
"3313",331040.415320106
"3314",1126687.97304514
"3315",808386.575702891
"3316",574193.494388873
"3317",258660.42473049
"3318",430587.784073447
"3319",1257617.47766357
"3320",566268.120256095
"3321",770670.864391262
"3322",917069.083294273
"3323",182548.716731509
"3324",643234.536619131
"3325",690890.131577519
"3326",614883.973413957
"3327",681299.905200955
"3328",368631.183969182
"3329",1127911.49073408
"3330",408871.582320024
"3331",1038229.94043705
"3332",644745.373632527
"3333",983067.07441606
"3334",349339.40203426
"3335",311979.238836348
"3336",448063.420379573
"3337",784585.557953823
"3338",449231.924072432
"3339",986784.156783258
"3340",238989.205422531
"3341",176030.671024808
"3342",571247.933800456
"3343",380457.397973467
"3344",254724.273943162
"3345",789675.374805879
"3346",1807363.87699643
"3347",942296.114473115
"3348",626827.450486314
"3349",589612.94003486
"3350",367579.494388286
"3351",635094.288017575
"3352",879095.9132739
"3353",895388.168816346
"3354",132519.728033983
"3355",528057.708364315
"3356",348736.943971624
"3357",303527.399018529
"3358",459552.018176496
"3359",673149.897475159
"3360",526389.9926322
"3361",597916.06957677
"3362",550550.196365766
"3363",336389.368044627
"3364",863678.650136577
"3365",477754.035163389
"3366",150030.802246633
"3367",713888.695876115
"3368",412391.60109094
"3369",639779.270387069
"3370",673761.460927317
"3371",320752.347711988
"3372",558107.620940456
"3373",605637.084090832
"3374",350366.401938288
"3375",492881.717680291
"3376",848939.002751241
"3377",492881.717680291
"3378",1012980.25549977
"3379",451609.689177563
"3380",656044.133395239
"3381",418263.373946141
"3382",418298.093566704
"3383",1260340.05533694
"3384",880782.209622988
"3385",862804.335128735
"3386",276424.935380948
"3387",650706.034367182
"3388",1070960.16414599
"3389",890508.385972613
"3390",893006.175375988
"3391",806455.675738221
"3392",194296.042422786
"3393",899331.502410871
"3394",1177490.1753245
"3395",457263.595307085
"3396",621283.130906909
"3397",265543.382349223
"3398",590281.433067402
"3399",997166.844337455
"3400",354053.543806081
"3401",443237.225774659
"3402",251909.056195003
"3403",850766.956293772
"3404",307020.263981973
"3405",621432.419000119
"3406",533430.309233017
"3407",1116182.09041355
"3408",294011.401303899
"3409",475174.584806037
"3410",110870.44978319
"3411",443113.299911256
"3412",333016.771769833
"3413",490759.192875847
"3414",298252.484660111
"3415",747419.436010539
"3416",435423.352192536
"3417",461460.406962003
"3418",437477.966310251
"3419",443538.012082155
"3420",807793.907168306
"3421",427261.158639039
"3422",1027442.32547207
"3423",522385.644540117
"3424",380332.277014148
"3425",833636.589822558
"3426",257317.786570723
"3427",566558.820255496
"3428",726473.652749906
"3429",520143.714060513
"3430",557124.640512604
"3431",337651.569972222
"3432",370342.636059274
"3433",500183.058849205
"3434",711702.948068805
"3435",337575.699782501
"3436",852108.268115632
"3437",906822.087433259
"3438",346705.479289031
"3439",82069.1839944688
"3440",285091.668667291
"3441",375751.767230216
"3442",893977.896588955
"3443",616031.629452673
"3444",457579.36119786
"3445",211848.97729842
"3446",1201461.99673448
"3447",534007.504815905
"3448",683306.247499974
"3449",1177677.89459966
"3450",497856.776055554
"3451",595127.622618369
"3452",274592.663816186
"3453",482848.356221252
"3454",382992.004132597
"3455",748272.656055629
"3456",965965.859116986
"3457",683069.388857198
"3458",688157.139725141
"3459",428663.351875494
"3460",608880.103599386
"3461",202741.695007113
"3462",698963.808093837
"3463",656172.758726415
"3464",482075.439240301
"3465",491920.222172516
"3466",31895.0133131532
"3467",314354.187665989
"3468",266727.008150104
"3469",192194.033776341
"3470",244988.877871855
"3471",430620.49340921
"3472",804968.200522442
"3473",621495.745990823
"3474",544254.145121115
"3475",488815.198123026
"3476",676812.434652311
"3477",502396.163757615
"3478",619863.358291055
"3479",474893.601476691
"3480",429799.291937345
"3481",650384.984813748
"3482",404167.483860476
"3483",543912.054703124
"3484",635225.173802024
"3485",624042.045516021
"3486",719219.355782246
"3487",293122.996056767
"3488",1287087.25881598
"3489",611772.313030688
"3490",483468.98897787
"3491",414472.045770225
"3492",394817.602922448
"3493",890335.928256121
"3494",643637.054876704
"3495",455704.618588001
"3496",159482.437981779
"3497",265210.635450908
"3498",454619.163877108
"3499",583426.083748387
"3500",287406.045302135
"3501",83595.1752752888
"3502",496731.382033566
"3503",776632.814047495
"3504",646556.949708602
"3505",389241.380093537
"3506",1217612.35994964
"3507",525715.698801717
"3508",250703.416071601
"3509",409412.250491464
"3510",708012.389754146
"3511",476490.502017663
"3512",629498.762819711
"3513",461020.62043086
"3514",258626.413513629
"3515",460886.524261564
"3516",900408.515440763
"3517",182639.350064931
"3518",472017.439885628
"3519",580777.938259137
"3520",516395.142392736
"3521",15173.157403078
"3522",990362.069699783
"3523",469673.543333343
"3524",502794.438508431
"3525",304565.074446643
"3526",604951.351471609
"3527",327978.503320638
"3528",438344.060464779
"3529",524671.235876243
"3530",495616.172246694
"3531",555779.50019925
"3532",361878.461032511
"3533",1197608.23237241
"3534",-8323.61365259799
"3535",185802.771413946
"3536",556612.938201053
"3537",861154.407942493
"3538",760469.578945869
"3539",681095.869444848
"3540",465872.413812721
"3541",1083980.77314825
"3542",743948.767479996
"3543",527140.317993353
"3544",831112.087929654
"3545",260730.795257095
"3546",429143.905393371
"3547",347004.278115297
"3548",1186448.1906547
"3549",385600.503707764
"3550",504569.779297561
"3551",299214.477499197
"3552",974563.317359755
"3553",645650.568493975
"3554",176162.23101267
"3555",1021003.74615674
"3556",336592.629008231
"3557",641485.957118798
"3558",902540.935131178
"3559",650164.334024872
"3560",668187.992012257
"3561",339363.410881717
"3562",460881.67222663
"3563",413720.196632133
"3564",166227.184533422
"3565",635550.852391679
"3566",417108.297858211
"3567",493527.855895606
"3568",481877.636017628
"3569",283467.745483348
"3570",813716.155240065
"3571",564145.247374677
"3572",858981.690649859
"3573",587613.310903575
"3574",609140.315028101
"3575",659700.9282554
"3576",871384.052723101
"3577",385762.529444533
"3578",597614.590768468
"3579",287248.77515644
"3580",318430.514086587
"3581",617508.291569851
"3582",717220.037177096
"3583",544299.91279217
"3584",526374.526417206
"3585",809332.668525058
"3586",409017.33556167
"3587",384752.450605021
"3588",728529.169756146
"3589",309365.703851078
"3590",694501.36182874
"3591",687804.696909784
"3592",513647.14341731
"3593",645054.766527222
"3594",431412.389133522
"3595",729211.482451585
"3596",844154.86833329
"3597",487999.800411311
"3598",-14879.7127622141
"3599",502701.321006382
"3600",849483.492133389
"3601",291732.285063117
"3602",482724.000990814
"3603",604436.753235681
"3604",553737.114850077
"3605",536353.418922792
"3606",377310.817952014
"3607",245617.120344251
"3608",574586.974919114
"3609",556899.105000178
"3610",1379636.31082443
"3611",421628.266898332
"3612",657136.96179565
"3613",600228.914899524
"3614",570699.745307683
"3615",898893.449014694
"3616",603932.179854611
"3617",1205935.50179061
"3618",127943.23007274
"3619",466101.193266288
"3620",539019.251549971
"3621",785605.51314992
"3622",452193.293884772
"3623",357324.406421215
"3624",342978.895720403
"3625",497866.178295184
"3626",360217.455394728
"3627",751971.80967203
"3628",512290.909507346
"3629",635152.228972031
"3630",509314.662415229
"3631",408395.912094608
"3632",845874.724875138
"3633",599817.401776638
"3634",726110.057569591
"3635",917530.841468632
"3636",638750.348146497
"3637",419143.172441889
"3638",637278.64485467
"3639",486511.80565892
"3640",479499.724573265
